timestamp,train_number,train_type,train_type_encoded,from_station,to_station,section_distance_km,scheduled_section_minutes,historical_avg_running_minutes,historical_p90_running_minutes,current_delay_minutes,current_speed_kmph,departure_hour,day_of_week,actual_running_minutes,source
2026-01-09T23:30:00,12951,Rajdhani,1,KOTA,MTJ,324.0,195.0,190.0,212.0,-1.0771996669492936,112.09394497054622,23,4,183.68,SYNTHETIC
2026-01-09T23:45:00,12004,Shatabdi,0,GZB,ALJN,106.3,59.0,57.0,68.0,4.69558498614194,123.3701289780442,23,4,60.55,SYNTHETIC
2026-01-10T00:00:00,12004,Shatabdi,0,CNB,LKO,71.6,75.0,72.0,85.0,3.1995644040326816,64.95682966558775,0,5,78.34,SYNTHETIC
2026-01-10T00:15:00,12951,Rajdhani,1,BCT,ST,263.0,162.0,158.0,172.0,-1.3880317421709132,104.83540959515216,0,5,156.39,SYNTHETIC
2026-01-10T00:30:00,12004,Shatabdi,0,GZB,ALJN,106.3,59.0,57.0,68.0,3.3159808443713734,108.63019795159842,0,5,61.53,SYNTHETIC
2026-01-10T00:45:00,12004,Shatabdi,0,GZB,ALJN,106.3,59.0,57.0,68.0,3.929063741360885,121.79668440700372,0,5,63.76,SYNTHETIC
2026-01-10T01:00:00,12951,Rajdhani,1,MTJ,NDLS,143.0,110.0,108.0,125.0,10.443493068671174,74.483921319047,1,5,102.23,SYNTHETIC
2026-01-10T01:15:00,12951,Rajdhani,1,KOTA,MTJ,324.0,195.0,190.0,212.0,3.9771591692884565,109.08226886667704,1,5,186.73,SYNTHETIC
2026-01-10T01:30:00,12951,Rajdhani,1,RTM,KOTA,266.0,157.0,154.0,170.0,7.631419634915005,115.84457662449411,1,5,140.59,SYNTHETIC
2026-01-10T01:45:00,12004,Shatabdi,0,NDLS,GZB,24.5,38.0,36.0,42.0,8.724636723415859,44.23057192708091,1,5,37.19,SYNTHETIC
2026-01-10T02:00:00,12951,Rajdhani,1,MTJ,NDLS,143.0,110.0,108.0,125.0,11.251184396420108,73.93825917842314,2,5,106.67,SYNTHETIC
2026-01-10T02:15:00,12951,Rajdhani,1,ST,BRC,129.0,81.0,79.0,90.0,1.0924113208873232,99.54726791215678,2,5,75.86,SYNTHETIC
2026-01-10T02:30:00,12004,Shatabdi,0,ALJN,CNB,308.6,209.0,205.0,228.0,1.0250960861487175,84.50413088559166,2,5,215.61,SYNTHETIC
2026-01-10T02:45:00,12951,Rajdhani,1,BRC,RTM,261.0,197.0,193.0,215.0,3.3352656930757494,79.36051462313762,2,5,186.84,SYNTHETIC
2026-01-10T03:00:00,12004,Shatabdi,0,NDLS,GZB,24.5,38.0,36.0,42.0,4.400995567156773,34.66880988032287,3,5,34.7,SYNTHETIC
2026-01-10T03:15:00,12951,Rajdhani,1,RTM,KOTA,266.0,157.0,154.0,170.0,6.135088933951483,103.14607022798326,3,5,142.74,SYNTHETIC
2026-01-10T03:30:00,12004,Shatabdi,0,GZB,ALJN,106.3,59.0,57.0,68.0,-1.7343117143396696,101.4701206727929,3,5,64.81,SYNTHETIC
2026-01-10T03:45:00,12951,Rajdhani,1,KOTA,MTJ,324.0,195.0,190.0,212.0,7.544980976330777,109.18644743227338,3,5,181.1,SYNTHETIC
2026-01-10T04:00:00,12004,Shatabdi,0,NDLS,GZB,24.5,38.0,36.0,42.0,-1.1424416691485972,35.518787819741185,4,5,33.66,SYNTHETIC
2026-01-10T04:15:00,12951,Rajdhani,1,KOTA,MTJ,324.0,195.0,190.0,212.0,-0.7891300394032035,94.21014237743057,4,5,177.19,SYNTHETIC
2026-01-10T04:30:00,12951,Rajdhani,1,KOTA,MTJ,324.0,195.0,190.0,212.0,-0.3329895890824641,99.60373754107697,4,5,180.57,SYNTHETIC
2026-01-10T04:45:00,12004,Shatabdi,0,GZB,ALJN,106.3,59.0,57.0,68.0,15.02972942304054,110.76345631694785,4,5,53.74,SYNTHETIC
2026-01-10T05:00:00,12004,Shatabdi,0,GZB,ALJN,106.3,59.0,57.0,68.0,5.519274547794334,103.00024934970978,5,5,57.1,SYNTHETIC
2026-01-10T05:15:00,12004,Shatabdi,0,NDLS,GZB,24.5,38.0,36.0,42.0,-0.6888672532067219,50.19542342913284,5,5,38.91,SYNTHETIC
2026-01-10T05:30:00,12004,Shatabdi,0,ALJN,CNB,308.6,209.0,205.0,228.0,7.913912220934348,74.97714990545923,5,5,211.43,SYNTHETIC
2026-01-10T05:45:00,12951,Rajdhani,1,MTJ,NDLS,143.0,110.0,108.0,125.0,-0.8035466113623588,71.12489526949993,5,5,101.77,SYNTHETIC
2026-01-10T06:00:00,12951,Rajdhani,1,BRC,RTM,261.0,197.0,193.0,215.0,0.9141896244501604,101.25815633748327,6,5,188.89,SYNTHETIC
2026-01-10T06:15:00,12951,Rajdhani,1,BCT,ST,263.0,162.0,158.0,172.0,1.3359814101022525,92.62245051177722,6,5,158.6,SYNTHETIC
2026-01-10T06:30:00,12951,Rajdhani,1,BRC,RTM,261.0,197.0,193.0,215.0,5.703978520833164,88.61691752437346,6,5,190.06,SYNTHETIC
2026-01-10T06:45:00,12004,Shatabdi,0,GZB,ALJN,106.3,59.0,57.0,68.0,-0.0015429520237315586,124.29057690652087,6,5,60.41,SYNTHETIC
2026-01-10T07:00:00,12951,Rajdhani,1,RTM,KOTA,266.0,157.0,154.0,170.0,4.631583730930132,102.56281572922346,7,5,157.0,SYNTHETIC
2026-01-10T07:15:00,12004,Shatabdi,0,CNB,LKO,71.6,75.0,72.0,85.0,7.892747789750258,60.27894275136839,7,5,75.89,SYNTHETIC
2026-01-10T07:30:00,12951,Rajdhani,1,MTJ,NDLS,143.0,110.0,108.0,125.0,-0.5978088402731461,82.9210969085187,7,5,105.24,SYNTHETIC
2026-01-10T07:45:00,12951,Rajdhani,1,KOTA,MTJ,324.0,195.0,190.0,212.0,-1.1115766514954006,84.18345661365376,7,5,186.82,SYNTHETIC
2026-01-10T08:00:00,12951,Rajdhani,1,RTM,KOTA,266.0,157.0,154.0,170.0,-1.7532618502068713,123.75670494596973,8,5,167.85,SYNTHETIC
2026-01-10T08:15:00,12951,Rajdhani,1,BRC,RTM,261.0,197.0,193.0,215.0,20.52012983408089,86.73690109717123,8,5,199.76,SYNTHETIC
2026-01-10T08:30:00,12004,Shatabdi,0,ALJN,CNB,308.6,209.0,205.0,228.0,11.044529478656358,88.60477555355,8,5,229.31,SYNTHETIC
2026-01-10T08:45:00,12004,Shatabdi,0,GZB,ALJN,106.3,59.0,57.0,68.0,18.150489401619605,130.0,8,5,62.7,SYNTHETIC
2026-01-10T09:00:00,12004,Shatabdi,0,ALJN,CNB,308.6,209.0,205.0,228.0,1.3461044750705877,103.22456250997284,9,5,241.22,SYNTHETIC
2026-01-10T09:15:00,12004,Shatabdi,0,ALJN,CNB,308.6,209.0,205.0,228.0,2.446556740646461,95.16452688545522,9,5,245.28,SYNTHETIC
2026-01-10T09:30:00,12004,Shatabdi,0,NDLS,GZB,24.5,38.0,36.0,42.0,4.432689444616777,38.93175389594605,9,5,43.98,SYNTHETIC
2026-01-10T09:45:00,12951,Rajdhani,1,ST,BRC,129.0,81.0,79.0,90.0,-1.3074432024137699,89.86467490801536,9,5,82.16,SYNTHETIC
2026-01-10T10:00:00,12951,Rajdhani,1,MTJ,NDLS,143.0,110.0,108.0,125.0,2.736937997731186,72.4379179009989,10,5,119.99,SYNTHETIC
2026-01-10T10:15:00,12004,Shatabdi,0,GZB,ALJN,106.3,59.0,57.0,68.0,15.405158363954765,100.55077301504036,10,5,69.82,SYNTHETIC
2026-01-10T10:30:00,12951,Rajdhani,1,MTJ,NDLS,143.0,110.0,108.0,125.0,-0.32511938106159954,75.52123441931703,10,5,113.64,SYNTHETIC
2026-01-10T10:45:00,12004,Shatabdi,0,ALJN,CNB,308.6,209.0,205.0,228.0,16.267865473089447,102.24930287367634,10,5,238.19,SYNTHETIC
2026-01-10T11:00:00,12004,Shatabdi,0,CNB,LKO,71.6,75.0,72.0,85.0,0.050218881785877745,65.9788386716186,11,5,88.83,SYNTHETIC
2026-01-10T11:15:00,12951,Rajdhani,1,RTM,KOTA,266.0,157.0,154.0,170.0,4.794067619326137,109.16999932408986,11,5,161.64,SYNTHETIC
2026-01-10T11:30:00,12951,Rajdhani,1,RTM,KOTA,266.0,157.0,154.0,170.0,9.78296076045687,109.02780481586512,11,5,163.93,SYNTHETIC
2026-01-10T11:45:00,12004,Shatabdi,0,CNB,LKO,71.6,75.0,72.0,85.0,3.1740543853969587,57.37009397938237,11,5,82.13,SYNTHETIC
2026-01-10T12:00:00,12004,Shatabdi,0,ALJN,CNB,308.6,209.0,205.0,228.0,5.414614376422659,102.50389833705476,12,5,222.14,SYNTHETIC
2026-01-10T12:15:00,12004,Shatabdi,0,NDLS,GZB,24.5,38.0,36.0,42.0,0.17651910724353792,43.97364957687004,12,5,36.4,SYNTHETIC
2026-01-10T12:30:00,12004,Shatabdi,0,GZB,ALJN,106.3,59.0,57.0,68.0,-1.7099192044854084,112.62198311613814,12,5,63.92,SYNTHETIC
2026-01-10T12:45:00,12951,Rajdhani,1,RTM,KOTA,266.0,157.0,154.0,170.0,5.128350007942321,113.2235579196036,12,5,150.41,SYNTHETIC
2026-01-10T13:00:00,12004,Shatabdi,0,GZB,ALJN,106.3,59.0,57.0,68.0,6.963418992887632,101.66888333938435,13,5,58.97,SYNTHETIC
2026-01-10T13:15:00,12004,Shatabdi,0,NDLS,GZB,24.5,38.0,36.0,42.0,-0.4975491538693251,30.0,13,5,39.51,SYNTHETIC
2026-01-10T13:30:00,12951,Rajdhani,1,BRC,RTM,261.0,197.0,193.0,215.0,10.7173140712889,113.57082606900433,13,5,194.13,SYNTHETIC
2026-01-10T13:45:00,12951,Rajdhani,1,ST,BRC,129.0,81.0,79.0,90.0,-1.6087360992750654,91.90176169482538,13,5,71.76,SYNTHETIC
2026-01-10T14:00:00,12951,Rajdhani,1,BCT,ST,263.0,162.0,158.0,172.0,4.52863849626166,84.33913973685105,14,5,163.24,SYNTHETIC
2026-01-10T14:15:00,12951,Rajdhani,1,BCT,ST,263.0,162.0,158.0,172.0,1.173013456182999,104.1879560614666,14,5,160.63,SYNTHETIC
2026-01-10T14:30:00,12004,Shatabdi,0,NDLS,GZB,24.5,38.0,36.0,42.0,-0.05500265338748189,53.03044083223527,14,5,41.83,SYNTHETIC
2026-01-10T14:45:00,12951,Rajdhani,1,KOTA,MTJ,324.0,195.0,190.0,212.0,1.4283632043811165,100.0324061206898,14,5,191.86,SYNTHETIC
2026-01-10T15:00:00,12951,Rajdhani,1,KOTA,MTJ,324.0,195.0,190.0,212.0,3.0744551567082334,113.62809039027435,15,5,189.8,SYNTHETIC
2026-01-10T15:15:00,12004,Shatabdi,0,GZB,ALJN,106.3,59.0,57.0,68.0,-1.998637616027999,104.74793007220094,15,5,63.47,SYNTHETIC
2026-01-10T15:30:00,12004,Shatabdi,0,NDLS,GZB,24.5,38.0,36.0,42.0,5.7247610516873175,39.63392059706861,15,5,40.24,SYNTHETIC
2026-01-10T15:45:00,12004,Shatabdi,0,CNB,LKO,71.6,75.0,72.0,85.0,-0.33618602409513976,60.942090610371764,15,5,79.65,SYNTHETIC
2026-01-10T16:00:00,12951,Rajdhani,1,MTJ,NDLS,143.0,110.0,108.0,125.0,-1.2967265160838974,91.97287078871928,16,5,106.66,SYNTHETIC
2026-01-10T16:15:00,12004,Shatabdi,0,NDLS,GZB,24.5,38.0,36.0,42.0,1.5239014458184132,41.8677146264144,16,5,46.56,SYNTHETIC
2026-01-10T16:30:00,12951,Rajdhani,1,BRC,RTM,261.0,197.0,193.0,215.0,4.680913471169692,81.51300811967862,16,5,191.5,SYNTHETIC
2026-01-10T16:45:00,12004,Shatabdi,0,CNB,LKO,71.6,75.0,72.0,85.0,24.972806962706713,62.887489774336515,16,5,78.28,SYNTHETIC
2026-01-10T17:00:00,12951,Rajdhani,1,ST,BRC,129.0,81.0,79.0,90.0,7.153342553626363,95.57240488157932,17,5,86.05,SYNTHETIC
2026-01-10T17:15:00,12951,Rajdhani,1,BCT,ST,263.0,162.0,158.0,172.0,2.589933648659164,95.72024890016677,17,5,174.5,SYNTHETIC
2026-01-10T17:30:00,12951,Rajdhani,1,RTM,KOTA,266.0,157.0,154.0,170.0,8.251217476626266,113.654612173183,17,5,155.59,SYNTHETIC
2026-01-10T17:45:00,12004,Shatabdi,0,NDLS,GZB,24.5,38.0,36.0,42.0,16.144403090973903,41.98931330397054,17,5,37.5,SYNTHETIC
2026-01-10T18:00:00,12951,Rajdhani,1,KOTA,MTJ,324.0,195.0,190.0,212.0,0.06645491648446722,84.00434069030072,18,5,202.47,SYNTHETIC
2026-01-10T18:15:00,12004,Shatabdi,0,CNB,LKO,71.6,75.0,72.0,85.0,7.897362337666436,62.30594820171553,18,5,88.5,SYNTHETIC
2026-01-10T18:30:00,12004,Shatabdi,0,GZB,ALJN,106.3,59.0,57.0,68.0,0.11994291342802299,101.4689598953995,18,5,63.88,SYNTHETIC
2026-01-10T18:45:00,12951,Rajdhani,1,ST,BRC,129.0,81.0,79.0,90.0,5.59365731149057,88.36729476094918,18,5,77.06,SYNTHETIC
2026-01-10T19:00:00,12004,Shatabdi,0,GZB,ALJN,106.3,59.0,57.0,68.0,-0.7347199116999321,113.70536426981609,19,5,71.61,SYNTHETIC
2026-01-10T19:15:00,12951,Rajdhani,1,BCT,ST,263.0,162.0,158.0,172.0,9.781496872925324,102.44540742507826,19,5,160.52,SYNTHETIC
2026-01-10T19:30:00,12004,Shatabdi,0,NDLS,GZB,24.5,38.0,36.0,42.0,8.862752524615132,37.417454118246056,19,5,42.91,SYNTHETIC
2026-01-10T19:45:00,12951,Rajdhani,1,BCT,ST,263.0,162.0,158.0,172.0,0.00599524839413057,91.35140140830315,19,5,164.0,SYNTHETIC
2026-01-10T20:00:00,12951,Rajdhani,1,BRC,RTM,261.0,197.0,193.0,215.0,3.382185383700901,71.79841924197855,20,5,207.94,SYNTHETIC
2026-01-10T20:15:00,12951,Rajdhani,1,ST,BRC,129.0,81.0,79.0,90.0,4.380490524127152,115.45155818713364,20,5,80.47,SYNTHETIC
2026-01-10T20:30:00,12951,Rajdhani,1,MTJ,NDLS,143.0,110.0,108.0,125.0,-1.4509485975227296,66.79946037489479,20,5,108.19,SYNTHETIC
2026-01-10T20:45:00,12951,Rajdhani,1,MTJ,NDLS,143.0,110.0,108.0,125.0,-0.5864434453162619,88.45995701019208,20,5,120.27,SYNTHETIC
2026-01-10T21:00:00,12951,Rajdhani,1,KOTA,MTJ,324.0,195.0,190.0,212.0,5.34416000530746,115.24602225583124,21,5,197.71,SYNTHETIC
2026-01-10T21:15:00,12951,Rajdhani,1,ST,BRC,129.0,81.0,79.0,90.0,0.8838787743017988,91.27353153976146,21,5,88.45,SYNTHETIC
2026-01-10T21:30:00,12951,Rajdhani,1,BRC,RTM,261.0,197.0,193.0,215.0,4.018665152891618,96.67030713598348,21,5,200.96,SYNTHETIC
2026-01-10T21:45:00,12951,Rajdhani,1,MTJ,NDLS,143.0,110.0,108.0,125.0,3.8919147319134106,66.95049241384916,21,5,112.82,SYNTHETIC
2026-01-10T22:00:00,12951,Rajdhani,1,BRC,RTM,261.0,197.0,193.0,215.0,3.7923823729411232,86.51349918754926,22,5,195.77,SYNTHETIC
2026-01-10T22:15:00,12951,Rajdhani,1,BCT,ST,263.0,162.0,158.0,172.0,0.88880002429734,97.09222541840661,22,5,156.99,SYNTHETIC
2026-01-10T22:30:00,12951,Rajdhani,1,MTJ,NDLS,143.0,110.0,108.0,125.0,2.986121696183046,80.82661575548885,22,5,110.08,SYNTHETIC
2026-01-10T22:45:00,12004,Shatabdi,0,NDLS,GZB,24.5,38.0,36.0,42.0,-0.7122205641773436,30.0,22,5,32.67,SYNTHETIC
2026-01-10T23:00:00,12004,Shatabdi,0,GZB,ALJN,106.3,59.0,57.0,68.0,10.908666255331863,124.85536745991922,23,5,56.6,SYNTHETIC
2026-01-10T23:15:00,12951,Rajdhani,1,MTJ,NDLS,143.0,110.0,108.0,125.0,0.27967293175977437,80.87253836887028,23,5,106.27,SYNTHETIC
2026-01-10T23:30:00,12951,Rajdhani,1,BCT,ST,263.0,162.0,158.0,172.0,0.9344556538897018,94.51169605527909,23,5,157.21,SYNTHETIC
2026-01-10T23:45:00,12951,Rajdhani,1,BCT,ST,263.0,162.0,158.0,172.0,9.33982836139545,85.50799038107664,23,5,151.52,SYNTHETIC
2026-01-11T00:00:00,12951,Rajdhani,1,RTM,KOTA,266.0,157.0,154.0,170.0,0.20623412398773588,106.83161034419318,0,6,158.96,SYNTHETIC
2026-01-11T00:15:00,12951,Rajdhani,1,BRC,RTM,261.0,197.0,193.0,215.0,-0.009210420008316511,71.86425284443241,0,6,196.21,SYNTHETIC
2026-01-11T00:30:00,12004,Shatabdi,0,GZB,ALJN,106.3,59.0,57.0,68.0,-0.6516527865225827,111.90183805776489,0,6,62.7,SYNTHETIC
2026-01-11T00:45:00,12951,Rajdhani,1,KOTA,MTJ,324.0,195.0,190.0,212.0,0.2616490706618291,87.24705628565255,0,6,189.99,SYNTHETIC
2026-01-11T01:00:00,12951,Rajdhani,1,BRC,RTM,261.0,197.0,193.0,215.0,6.173245245812316,79.70873900341923,1,6,181.85,SYNTHETIC
2026-01-11T01:15:00,12951,Rajdhani,1,MTJ,NDLS,143.0,110.0,108.0,125.0,-0.17915450869077,90.52901100887267,1,6,104.93,SYNTHETIC
2026-01-11T01:30:00,12004,Shatabdi,0,ALJN,CNB,308.6,209.0,205.0,228.0,0.5999464485422759,91.75243891830172,1,6,222.59,SYNTHETIC
2026-01-11T01:45:00,12004,Shatabdi,0,NDLS,GZB,24.5,38.0,36.0,42.0,0.24547228480706318,49.488917820905755,1,6,40.74,SYNTHETIC
2026-01-11T02:00:00,12951,Rajdhani,1,RTM,KOTA,266.0,157.0,154.0,170.0,7.4773856416164115,105.23284133044265,2,6,144.93,SYNTHETIC
2026-01-11T02:15:00,12004,Shatabdi,0,CNB,LKO,71.6,75.0,72.0,85.0,7.811529286520408,56.34009486103494,2,6,75.95,SYNTHETIC
2026-01-11T02:30:00,12951,Rajdhani,1,MTJ,NDLS,143.0,110.0,108.0,125.0,-1.612724447343473,92.87934652628508,2,6,98.24,SYNTHETIC
2026-01-11T02:45:00,12951,Rajdhani,1,BRC,RTM,261.0,197.0,193.0,215.0,0.6494993755158571,69.7852294149553,2,6,186.74,SYNTHETIC
2026-01-11T03:00:00,12951,Rajdhani,1,KOTA,MTJ,324.0,195.0,190.0,212.0,-0.5159506603855668,104.61220363758291,3,6,179.63,SYNTHETIC
2026-01-11T03:15:00,12004,Shatabdi,0,NDLS,GZB,24.5,38.0,36.0,42.0,6.284467742604388,30.0,3,6,37.64,SYNTHETIC
2026-01-11T03:30:00,12951,Rajdhani,1,MTJ,NDLS,143.0,110.0,108.0,125.0,16.89817438102311,70.60285964500676,3,6,92.67,SYNTHETIC
2026-01-11T03:45:00,12951,Rajdhani,1,MTJ,NDLS,143.0,110.0,108.0,125.0,2.467266127261624,69.30638511804581,3,6,106.22,SYNTHETIC
2026-01-11T04:00:00,12004,Shatabdi,0,GZB,ALJN,106.3,59.0,57.0,68.0,4.592841383055319,84.38460327624891,4,6,60.52,SYNTHETIC
2026-01-11T04:15:00,12951,Rajdhani,1,MTJ,NDLS,143.0,110.0,108.0,125.0,20.708067837527405,86.97126759730502,4,6,96.88,SYNTHETIC
2026-01-11T04:30:00,12004,Shatabdi,0,GZB,ALJN,106.3,59.0,57.0,68.0,-1.0026487933485988,118.61004855939579,4,6,65.68,SYNTHETIC
2026-01-11T04:45:00,12004,Shatabdi,0,GZB,ALJN,106.3,59.0,57.0,68.0,9.60897777660383,94.6496889813574,4,6,57.73,SYNTHETIC
2026-01-11T05:00:00,12951,Rajdhani,1,ST,BRC,129.0,81.0,79.0,90.0,2.1260198861341975,101.59254116692118,5,6,79.09,SYNTHETIC
2026-01-11T05:15:00,12951,Rajdhani,1,BCT,ST,263.0,162.0,158.0,172.0,1.0016441321500498,111.51925243353847,5,6,151.42,SYNTHETIC
2026-01-11T05:30:00,12951,Rajdhani,1,ST,BRC,129.0,81.0,79.0,90.0,-0.6084560700080137,111.72267268993545,5,6,72.55,SYNTHETIC
2026-01-11T05:45:00,12004,Shatabdi,0,ALJN,CNB,308.6,209.0,205.0,228.0,-0.9144664048717621,93.46674594434624,5,6,224.31,SYNTHETIC
2026-01-11T06:00:00,12951,Rajdhani,1,ST,BRC,129.0,81.0,79.0,90.0,-0.5723916137978324,97.04524147816792,6,6,78.28,SYNTHETIC
2026-01-11T06:15:00,12951,Rajdhani,1,ST,BRC,129.0,81.0,79.0,90.0,9.708819845563841,90.65836615521852,6,6,82.3,SYNTHETIC
2026-01-11T06:30:00,12951,Rajdhani,1,BRC,RTM,261.0,197.0,193.0,215.0,5.6216415429958495,81.63297968825923,6,6,189.52,SYNTHETIC
2026-01-11T06:45:00,12004,Shatabdi,0,GZB,ALJN,106.3,59.0,57.0,68.0,-1.6743608648088144,105.81247176765767,6,6,63.51,SYNTHETIC
2026-01-11T07:00:00,12004,Shatabdi,0,ALJN,CNB,308.6,209.0,205.0,228.0,1.949854806139009,100.65270106549735,7,6,233.64,SYNTHETIC
2026-01-11T07:15:00,12004,Shatabdi,0,GZB,ALJN,106.3,59.0,57.0,68.0,5.803588119859178,112.6645682561768,7,6,61.91,SYNTHETIC
2026-01-11T07:30:00,12951,Rajdhani,1,RTM,KOTA,266.0,157.0,154.0,170.0,0.3884245792520842,99.14637394512468,7,6,153.96,SYNTHETIC
2026-01-11T07:45:00,12951,Rajdhani,1,KOTA,MTJ,324.0,195.0,190.0,212.0,1.1443731361948863,95.42990922731795,7,6,188.75,SYNTHETIC
2026-01-11T08:00:00,12004,Shatabdi,0,CNB,LKO,71.6,75.0,72.0,85.0,-0.6794414551909966,54.447599165616374,8,6,85.09,SYNTHETIC
2026-01-11T08:15:00,12951,Rajdhani,1,ST,BRC,129.0,81.0,79.0,90.0,6.316654632942434,94.45843186569456,8,6,81.69,SYNTHETIC
2026-01-11T08:30:00,12004,Shatabdi,0,CNB,LKO,71.6,75.0,72.0,85.0,13.356111205154242,39.01583620410346,8,6,82.01,SYNTHETIC
2026-01-11T08:45:00,12951,Rajdhani,1,ST,BRC,129.0,81.0,79.0,90.0,0.4597617262705045,114.40846510234914,8,6,85.56,SYNTHETIC
2026-01-11T09:00:00,12951,Rajdhani,1,MTJ,NDLS,143.0,110.0,108.0,125.0,4.702295001638816,69.19638291107316,9,6,113.05,SYNTHETIC
2026-01-11T09:15:00,12951,Rajdhani,1,BRC,RTM,261.0,197.0,193.0,215.0,1.9640576979308308,73.53571437494327,9,6,203.09,SYNTHETIC
2026-01-11T09:30:00,12951,Rajdhani,1,MTJ,NDLS,143.0,110.0,108.0,125.0,-0.6988330024437059,95.19833918500609,9,6,113.75,SYNTHETIC
2026-01-11T09:45:00,12951,Rajdhani,1,MTJ,NDLS,143.0,110.0,108.0,125.0,1.7670031751183233,75.0243761248404,9,6,119.2,SYNTHETIC
2026-01-11T10:00:00,12951,Rajdhani,1,BRC,RTM,261.0,197.0,193.0,215.0,-1.2468078454317595,80.34922295441143,10,6,207.43,SYNTHETIC
2026-01-11T10:15:00,12004,Shatabdi,0,GZB,ALJN,106.3,59.0,57.0,68.0,-1.3640841854987507,127.72851565740059,10,6,63.48,SYNTHETIC
2026-01-11T10:30:00,12004,Shatabdi,0,GZB,ALJN,106.3,59.0,57.0,68.0,0.4246364216807006,105.10830622916423,10,6,64.89,SYNTHETIC
2026-01-11T10:45:00,12004,Shatabdi,0,CNB,LKO,71.6,75.0,72.0,85.0,28.00279981036347,61.5268004486576,10,6,87.53,SYNTHETIC
2026-01-11T11:00:00,12951,Rajdhani,1,KOTA,MTJ,324.0,195.0,190.0,212.0,0.014563681825003894,95.02926533048245,11,6,209.61,SYNTHETIC
2026-01-11T11:15:00,12951,Rajdhani,1,BRC,RTM,261.0,197.0,193.0,215.0,-0.1509887370096581,71.63853884422193,11,6,203.38,SYNTHETIC
2026-01-11T11:30:00,12951,Rajdhani,1,BCT,ST,263.0,162.0,158.0,172.0,-0.9209374549096845,98.04679732288199,11,6,165.98,SYNTHETIC
2026-01-11T11:45:00,12951,Rajdhani,1,RTM,KOTA,266.0,157.0,154.0,170.0,2.9152309345926595,94.23176073850605,11,6,161.9,SYNTHETIC
2026-01-11T12:00:00,12004,Shatabdi,0,GZB,ALJN,106.3,59.0,57.0,68.0,0.8391193422956085,104.51416600549135,12,6,64.05,SYNTHETIC
2026-01-11T12:15:00,12951,Rajdhani,1,MTJ,NDLS,143.0,110.0,108.0,125.0,9.420917214157502,76.7026693108002,12,6,104.49,SYNTHETIC
2026-01-11T12:30:00,12951,Rajdhani,1,KOTA,MTJ,324.0,195.0,190.0,212.0,1.1294646737612828,105.60511841292521,12,6,192.52,SYNTHETIC
2026-01-11T12:45:00,12951,Rajdhani,1,MTJ,NDLS,143.0,110.0,108.0,125.0,5.621411135721676,70.28547050644724,12,6,101.34,SYNTHETIC
2026-01-11T13:00:00,12951,Rajdhani,1,MTJ,NDLS,143.0,110.0,108.0,125.0,1.8812737595610614,69.79083900064231,13,6,113.04,SYNTHETIC
2026-01-11T13:15:00,12004,Shatabdi,0,ALJN,CNB,308.6,209.0,205.0,228.0,0.14833812558023585,96.04201400251694,13,6,224.15,SYNTHETIC
2026-01-11T13:30:00,12951,Rajdhani,1,MTJ,NDLS,143.0,110.0,108.0,125.0,15.316838892639005,79.31800632102664,13,6,105.14,SYNTHETIC
2026-01-11T13:45:00,12004,Shatabdi,0,NDLS,GZB,24.5,38.0,36.0,42.0,23.061589283383206,36.949863950321756,13,6,37.25,SYNTHETIC
2026-01-11T14:00:00,12004,Shatabdi,0,CNB,LKO,71.6,75.0,72.0,85.0,8.943547539571725,53.79883637157181,14,6,78.61,SYNTHETIC
2026-01-11T14:15:00,12951,Rajdhani,1,MTJ,NDLS,143.0,110.0,108.0,125.0,8.178321889333477,88.04029316788001,14,6,105.0,SYNTHETIC
2026-01-11T14:30:00,12951,Rajdhani,1,ST,BRC,129.0,81.0,79.0,90.0,3.824264860419669,95.65642185187905,14,6,75.02,SYNTHETIC
2026-01-11T14:45:00,12951,Rajdhani,1,MTJ,NDLS,143.0,110.0,108.0,125.0,0.7097196442918623,78.30963798562303,14,6,108.66,SYNTHETIC
2026-01-11T15:00:00,12004,Shatabdi,0,NDLS,GZB,24.5,38.0,36.0,42.0,-0.5463810502414028,47.53204788091994,15,6,41.28,SYNTHETIC
2026-01-11T15:15:00,12951,Rajdhani,1,KOTA,MTJ,324.0,195.0,190.0,212.0,-0.3881079995556982,93.68544040285433,15,6,185.13,SYNTHETIC
2026-01-11T15:30:00,12951,Rajdhani,1,ST,BRC,129.0,81.0,79.0,90.0,-0.00588575118410839,111.48541246843519,15,6,81.66,SYNTHETIC
2026-01-11T15:45:00,12951,Rajdhani,1,KOTA,MTJ,324.0,195.0,190.0,212.0,1.116661447942028,108.82923959721471,15,6,186.04,SYNTHETIC
2026-01-11T16:00:00,12951,Rajdhani,1,KOTA,MTJ,324.0,195.0,190.0,212.0,10.219840642500447,95.55337739125999,16,6,181.02,SYNTHETIC
2026-01-11T16:15:00,12951,Rajdhani,1,KOTA,MTJ,324.0,195.0,190.0,212.0,3.3944809717504256,91.18948386130283,16,6,189.9,SYNTHETIC
2026-01-11T16:30:00,12004,Shatabdi,0,GZB,ALJN,106.3,59.0,57.0,68.0,6.137383526303726,109.46774936385245,16,6,54.66,SYNTHETIC
2026-01-11T16:45:00,12951,Rajdhani,1,MTJ,NDLS,143.0,110.0,108.0,125.0,-1.2449987254469015,97.40768370929129,16,6,110.39,SYNTHETIC
