trip_id,train_number,train_name,train_type,from_station_code,to_station_code,distance_km,scheduled_run_time_min,departure_hour,day_of_week,departure_delay_min,section_congestion_level,weather_impact_flag,actual_run_time_min
TRIP-1432,12802,Purushottam Express,EXP,PRYJ,DDU,153.0,135.0,8,0,0.0,0.8,0,137.57
TRIP-1432,12802,Purushottam Express,EXP,DDU,GAYA,205.0,165.0,10,0,3.0,0.84,0,168.45
TRIP-1432,12802,Purushottam Express,EXP,GAYA,BKSC,149.0,135.0,13,0,7.3,0.44,0,126.67
TRIP-1432,12802,Purushottam Express,EXP,BKSC,PURI,612.0,520.0,15,0,0.0,0.54,0,498.49
TRIP-1433,12951,Mumbai Rajdhani Express,RAJ,BCT,ST,263.0,160.0,6,0,6.6,0.86,0,152.07
TRIP-1433,12951,Mumbai Rajdhani Express,RAJ,ST,BRC,129.0,80.0,8,0,0.0,0.91,0,91.29
TRIP-1433,12951,Mumbai Rajdhani Express,RAJ,BRC,RTM,261.0,195.0,10,0,10.4,0.98,0,205.0
TRIP-1433,12951,Mumbai Rajdhani Express,RAJ,RTM,KOTA,266.0,155.0,13,0,20.2,0.87,0,152.61
TRIP-1433,12951,Mumbai Rajdhani Express,RAJ,KOTA,MTJ,324.0,195.0,16,0,19.0,0.81,0,188.45
TRIP-1433,12951,Mumbai Rajdhani Express,RAJ,MTJ,NDLS,143.0,110.0,19,0,12.7,0.98,0,106.03
TRIP-1434,12004,Lucknow Shatabdi Express,SF,NDLS,GZB,24.5,38.0,8,0,10.0,0.89,0,46.07
TRIP-1434,12004,Lucknow Shatabdi Express,SF,GZB,ALJN,106.3,60.0,8,0,18.0,0.98,0,59.63
TRIP-1434,12004,Lucknow Shatabdi Express,SF,ALJN,CNB,308.6,210.0,9,0,17.3,0.98,0,222.6
TRIP-1434,12004,Lucknow Shatabdi Express,SF,CNB,LKO,71.6,75.0,13,0,31.9,0.89,0,88.83
TRIP-1435,22436,Vande Bharat Express,VB,NDLS,CNB,440.0,240.0,11,0,1.6,0.82,0,244.79
TRIP-1435,22436,Vande Bharat Express,VB,CNB,PRYJ,194.5,100.0,15,0,7.8,0.75,0,93.59
TRIP-1435,22436,Vande Bharat Express,VB,PRYJ,DDU,153.0,90.0,16,0,2.0,0.68,0,90.19
TRIP-1435,22436,Vande Bharat Express,VB,DDU,BSB,18.0,25.0,18,0,4.1,0.98,0,29.17
TRIP-1436,12302,Howrah Rajdhani Express,RAJ,NDLS,CNB,440.0,285.0,15,0,10.0,0.62,0,275.63
TRIP-1436,12302,Howrah Rajdhani Express,RAJ,CNB,PRYJ,194.5,120.0,19,0,2.0,0.96,0,130.96
TRIP-1436,12302,Howrah Rajdhani Express,RAJ,PRYJ,DDU,153.0,105.0,21,0,13.7,0.89,0,111.12
TRIP-1436,12302,Howrah Rajdhani Express,RAJ,DDU,GAYA,205.0,130.0,23,0,19.1,0.83,0,125.68
TRIP-1436,12302,Howrah Rajdhani Express,RAJ,GAYA,DHN,201.0,140.0,2,0,14.9,0.53,0,125.67
TRIP-1436,12302,Howrah Rajdhani Express,RAJ,DHN,HWH,259.0,200.0,4,0,0.6,0.47,0,183.37
TRIP-1437,12802,Purushottam Express,EXP,NDLS,CNB,440.0,350.0,17,0,0.0,0.95,0,369.29
TRIP-1437,12802,Purushottam Express,EXP,CNB,PRYJ,194.5,150.0,23,0,18.9,0.73,0,149.22
TRIP-1437,12802,Purushottam Express,EXP,PRYJ,DDU,153.0,135.0,1,0,18.0,0.62,0,126.31
TRIP-1437,12802,Purushottam Express,EXP,DDU,GAYA,205.0,165.0,3,0,9.6,0.72,0,152.0
TRIP-1437,12802,Purushottam Express,EXP,GAYA,BKSC,149.0,135.0,6,0,0.0,0.5,0,129.01
TRIP-1437,12802,Purushottam Express,EXP,BKSC,PURI,612.0,520.0,8,0,0.0,0.58,0,518.33
TRIP-1438,12802,Purushottam Express,EXP,NDLS,CNB,440.0,350.0,23,0,1.4,0.79,0,343.75
TRIP-1438,12802,Purushottam Express,EXP,CNB,PRYJ,194.5,150.0,4,0,0.0,0.65,0,136.45
TRIP-1438,12802,Purushottam Express,EXP,PRYJ,DDU,153.0,135.0,7,0,0.0,0.8,0,136.42
TRIP-1438,12802,Purushottam Express,EXP,DDU,GAYA,205.0,165.0,9,0,1.1,0.93,0,168.46
TRIP-1438,12802,Purushottam Express,EXP,GAYA,BKSC,149.0,135.0,12,0,3.6,0.64,0,131.03
TRIP-1438,12802,Purushottam Express,EXP,BKSC,PURI,612.0,520.0,14,0,0.0,0.53,0,499.07
TRIP-1439,22436,Vande Bharat Express,VB,NDLS,CNB,440.0,240.0,2,1,30.6,0.63,0,227.43
TRIP-1439,22436,Vande Bharat Express,VB,CNB,PRYJ,194.5,100.0,5,1,19.7,0.89,0,97.94
TRIP-1439,22436,Vande Bharat Express,VB,PRYJ,DDU,153.0,90.0,7,1,17.2,0.75,0,86.06
TRIP-1439,22436,Vande Bharat Express,VB,DDU,BSB,18.0,25.0,9,1,13.3,0.98,0,27.96
TRIP-1440,22436,Vande Bharat Express,VB,NDLS,CNB,440.0,240.0,8,1,10.0,0.86,0,241.34
TRIP-1440,22436,Vande Bharat Express,VB,CNB,PRYJ,194.5,100.0,12,1,12.0,0.66,0,92.78
TRIP-1440,22436,Vande Bharat Express,VB,PRYJ,DDU,153.0,90.0,13,1,4.2,0.74,0,94.63
TRIP-1440,22436,Vande Bharat Express,VB,DDU,BSB,18.0,25.0,15,1,7.9,0.78,0,17.47
TRIP-1441,22436,Vande Bharat Express,VB,NDLS,CNB,440.0,240.0,11,1,0.0,0.89,0,247.62
TRIP-1441,22436,Vande Bharat Express,VB,CNB,PRYJ,194.5,100.0,15,1,8.9,0.62,0,95.23
TRIP-1441,22436,Vande Bharat Express,VB,PRYJ,DDU,153.0,90.0,16,1,4.8,0.75,0,92.07
TRIP-1441,22436,Vande Bharat Express,VB,DDU,BSB,18.0,25.0,18,1,7.3,0.86,0,28.2
TRIP-1442,12004,Lucknow Shatabdi Express,SF,NDLS,GZB,24.5,38.0,15,1,35.1,0.71,0,45.89
TRIP-1442,12004,Lucknow Shatabdi Express,SF,GZB,ALJN,106.3,60.0,15,1,43.6,0.67,0,65.44
TRIP-1442,12004,Lucknow Shatabdi Express,SF,ALJN,CNB,308.6,210.0,17,1,51.1,0.82,0,219.09
TRIP-1442,12004,Lucknow Shatabdi Express,SF,CNB,LKO,71.6,75.0,20,1,62.1,0.98,0,93.22
TRIP-1443,12802,Purushottam Express,EXP,NDLS,CNB,440.0,350.0,19,1,0.0,0.98,0,362.79
TRIP-1443,12802,Purushottam Express,EXP,CNB,PRYJ,194.5,150.0,1,1,13.8,0.85,0,137.88
TRIP-1443,12802,Purushottam Express,EXP,PRYJ,DDU,153.0,135.0,3,1,2.5,0.68,0,127.51
TRIP-1443,12802,Purushottam Express,EXP,DDU,GAYA,205.0,165.0,5,1,0.0,0.89,0,166.34
TRIP-1443,12802,Purushottam Express,EXP,GAYA,BKSC,149.0,135.0,8,1,1.3,0.6,0,136.07
TRIP-1443,12802,Purushottam Express,EXP,BKSC,PURI,612.0,520.0,10,1,3.2,0.82,0,525.13
TRIP-1444,12004,Lucknow Shatabdi Express,SF,NDLS,GZB,24.5,38.0,1,2,2.0,0.9,0,39.66
TRIP-1444,12004,Lucknow Shatabdi Express,SF,GZB,ALJN,106.3,60.0,1,2,3.6,0.86,0,58.46
TRIP-1444,12004,Lucknow Shatabdi Express,SF,ALJN,CNB,308.6,210.0,2,2,1.7,0.74,0,193.74
TRIP-1444,12004,Lucknow Shatabdi Express,SF,CNB,LKO,71.6,75.0,6,2,0.0,0.65,0,73.9
TRIP-1445,12004,Lucknow Shatabdi Express,SF,NDLS,GZB,24.5,38.0,4,2,0.0,0.77,0,41.55
TRIP-1445,12004,Lucknow Shatabdi Express,SF,GZB,ALJN,106.3,60.0,4,2,3.4,0.7,0,61.9
TRIP-1445,12004,Lucknow Shatabdi Express,SF,ALJN,CNB,308.6,210.0,5,2,5.4,0.66,0,203.86
TRIP-1445,12004,Lucknow Shatabdi Express,SF,CNB,LKO,71.6,75.0,9,2,0.7,0.98,0,79.49
TRIP-1446,12004,Lucknow Shatabdi Express,SF,NDLS,GZB,24.5,38.0,7,2,10.0,0.72,0,40.05
TRIP-1446,12004,Lucknow Shatabdi Express,SF,GZB,ALJN,106.3,60.0,7,2,13.5,0.66,0,58.8
TRIP-1446,12004,Lucknow Shatabdi Express,SF,ALJN,CNB,308.6,210.0,8,2,11.7,0.82,0,220.5
TRIP-1446,12004,Lucknow Shatabdi Express,SF,CNB,LKO,71.6,75.0,12,2,23.5,0.85,0,83.41
TRIP-1447,12004,Lucknow Shatabdi Express,SF,NDLS,GZB,24.5,38.0,10,2,0.0,0.98,0,48.55
TRIP-1447,12004,Lucknow Shatabdi Express,SF,GZB,ALJN,106.3,60.0,10,2,12.4,0.86,0,67.25
TRIP-1447,12004,Lucknow Shatabdi Express,SF,ALJN,CNB,308.6,210.0,12,2,21.0,0.73,0,202.85
TRIP-1447,12004,Lucknow Shatabdi Express,SF,CNB,LKO,71.6,75.0,15,2,15.9,0.73,0,73.62
TRIP-1448,12802,Purushottam Express,EXP,NDLS,CNB,440.0,350.0,13,2,8.9,0.6,0,334.7
TRIP-1448,12802,Purushottam Express,EXP,CNB,PRYJ,194.5,150.0,18,2,0.0,0.98,0,157.07
TRIP-1448,12802,Purushottam Express,EXP,PRYJ,DDU,153.0,135.0,21,2,7.0,0.84,0,144.6
TRIP-1448,12802,Purushottam Express,EXP,DDU,GAYA,205.0,165.0,23,2,16.4,0.63,0,162.57
TRIP-1448,12802,Purushottam Express,EXP,GAYA,BKSC,149.0,135.0,2,2,14.2,0.63,0,121.35
TRIP-1448,12802,Purushottam Express,EXP,BKSC,PURI,612.0,520.0,4,2,0.0,0.53,0,472.19
TRIP-1449,22436,Vande Bharat Express,VB,NDLS,CNB,440.0,240.0,17,2,1.8,0.84,0,249.31
TRIP-1449,22436,Vande Bharat Express,VB,CNB,PRYJ,194.5,100.0,21,2,12.1,0.98,0,104.95
TRIP-1449,22436,Vande Bharat Express,VB,PRYJ,DDU,153.0,90.0,23,2,17.8,0.83,0,85.88
TRIP-1449,22436,Vande Bharat Express,VB,DDU,BSB,18.0,25.0,0,2,15.4,0.72,0,24.3
TRIP-1450,12004,Lucknow Shatabdi Express,SF,NDLS,GZB,24.5,38.0,21,2,33.4,0.83,0,46.11
TRIP-1450,12004,Lucknow Shatabdi Express,SF,GZB,ALJN,106.3,60.0,21,2,41.5,0.81,0,71.79
TRIP-1450,12004,Lucknow Shatabdi Express,SF,ALJN,CNB,308.6,210.0,23,2,54.8,0.66,0,211.49
TRIP-1450,12004,Lucknow Shatabdi Express,SF,CNB,LKO,71.6,75.0,2,2,57.6,0.88,0,80.61
TRIP-1451,12802,Purushottam Express,EXP,NDLS,CNB,440.0,350.0,1,3,8.3,0.61,0,327.33
TRIP-1451,12802,Purushottam Express,EXP,CNB,PRYJ,194.5,150.0,6,3,0.0,0.68,0,142.59
TRIP-1451,12802,Purushottam Express,EXP,PRYJ,DDU,153.0,135.0,8,3,0.0,0.92,0,149.55
TRIP-1451,12802,Purushottam Express,EXP,DDU,GAYA,205.0,165.0,11,3,16.2,0.98,0,173.65
TRIP-1451,12802,Purushottam Express,EXP,GAYA,BKSC,149.0,135.0,14,3,24.7,0.36,0,126.95
TRIP-1451,12802,Purushottam Express,EXP,BKSC,PURI,612.0,520.0,16,3,18.4,0.54,0,496.93
TRIP-1452,22436,Vande Bharat Express,VB,NDLS,CNB,440.0,240.0,5,3,3.6,0.82,0,235.02
TRIP-1452,22436,Vande Bharat Express,VB,CNB,PRYJ,194.5,100.0,9,3,0.4,0.86,0,103.12
TRIP-1452,22436,Vande Bharat Express,VB,PRYJ,DDU,153.0,90.0,10,3,5.3,0.97,0,91.23
TRIP-1452,22436,Vande Bharat Express,VB,DDU,BSB,18.0,25.0,12,3,5.6,0.62,0,24.17
TRIP-1453,12951,Mumbai Rajdhani Express,RAJ,BCT,ST,263.0,160.0,11,3,0.0,0.98,0,171.03
TRIP-1453,12951,Mumbai Rajdhani Express,RAJ,ST,BRC,129.0,80.0,13,3,13.0,0.7,0,79.41
TRIP-1453,12951,Mumbai Rajdhani Express,RAJ,BRC,RTM,261.0,195.0,15,3,12.0,0.81,0,189.33
TRIP-1453,12951,Mumbai Rajdhani Express,RAJ,RTM,KOTA,266.0,155.0,18,3,6.7,0.89,0,153.7
TRIP-1453,12951,Mumbai Rajdhani Express,RAJ,KOTA,MTJ,324.0,195.0,21,3,4.4,0.96,0,207.62
TRIP-1453,12951,Mumbai Rajdhani Express,RAJ,MTJ,NDLS,143.0,110.0,0,3,18.1,0.8,0,102.78
TRIP-1454,12302,Howrah Rajdhani Express,RAJ,NDLS,CNB,440.0,285.0,17,3,10.0,0.83,0,286.87
TRIP-1454,12302,Howrah Rajdhani Express,RAJ,CNB,PRYJ,194.5,120.0,21,3,11.9,0.98,0,121.85
TRIP-1454,12302,Howrah Rajdhani Express,RAJ,PRYJ,DDU,153.0,105.0,23,3,15.0,0.67,0,97.08
TRIP-1454,12302,Howrah Rajdhani Express,RAJ,DDU,GAYA,205.0,130.0,1,3,7.6,0.88,0,119.84
TRIP-1454,12302,Howrah Rajdhani Express,RAJ,GAYA,DHN,201.0,140.0,3,3,0.0,0.48,0,131.54
TRIP-1454,12302,Howrah Rajdhani Express,RAJ,DHN,HWH,259.0,200.0,6,3,0.0,0.59,0,193.75
TRIP-1455,12802,Purushottam Express,EXP,NDLS,CNB,440.0,350.0,23,3,3.0,0.88,0,340.2
TRIP-1455,12802,Purushottam Express,EXP,CNB,PRYJ,194.5,150.0,4,3,0.0,0.68,0,139.49
TRIP-1455,12802,Purushottam Express,EXP,PRYJ,DDU,153.0,135.0,7,3,0.0,0.65,0,135.41
TRIP-1455,12802,Purushottam Express,EXP,DDU,GAYA,205.0,165.0,9,3,0.8,0.9,0,171.89
TRIP-1455,12802,Purushottam Express,EXP,GAYA,BKSC,149.0,135.0,12,3,8.3,0.39,0,126.78
TRIP-1455,12802,Purushottam Express,EXP,BKSC,PURI,612.0,520.0,14,3,0.0,0.37,0,499.82
TRIP-1456,12951,Mumbai Rajdhani Express,RAJ,BCT,ST,263.0,160.0,3,4,6.0,0.63,0,149.01
TRIP-1456,12951,Mumbai Rajdhani Express,RAJ,ST,BRC,129.0,80.0,5,4,0.0,0.85,0,83.97
TRIP-1456,12951,Mumbai Rajdhani Express,RAJ,BRC,RTM,261.0,195.0,7,4,3.9,0.67,0,191.38
TRIP-1456,12951,Mumbai Rajdhani Express,RAJ,RTM,KOTA,266.0,155.0,10,4,0.0,0.94,0,165.77
TRIP-1456,12951,Mumbai Rajdhani Express,RAJ,KOTA,MTJ,324.0,195.0,13,4,11.6,0.88,0,192.36
TRIP-1456,12951,Mumbai Rajdhani Express,RAJ,MTJ,NDLS,143.0,110.0,16,4,8.5,0.87,0,115.73
TRIP-1457,12802,Purushottam Express,EXP,NDLS,CNB,440.0,350.0,9,4,0.8,0.84,0,364.3
TRIP-1457,12802,Purushottam Express,EXP,CNB,PRYJ,194.5,150.0,15,4,14.3,0.8,0,155.59
TRIP-1457,12802,Purushottam Express,EXP,PRYJ,DDU,153.0,135.0,17,4,19.5,0.9,0,142.07
TRIP-1457,12802,Purushottam Express,EXP,DDU,GAYA,205.0,165.0,20,4,27.5,0.93,0,177.75
TRIP-1457,12802,Purushottam Express,EXP,GAYA,BKSC,149.0,135.0,23,4,41.1,0.63,0,142.34
TRIP-1457,12802,Purushottam Express,EXP,BKSC,PURI,612.0,520.0,1,4,48.5,0.57,0,490.6
TRIP-1458,12004,Lucknow Shatabdi Express,SF,NDLS,GZB,24.5,38.0,13,4,0.0,0.65,0,41.92
TRIP-1458,12004,Lucknow Shatabdi Express,SF,GZB,ALJN,106.3,60.0,13,4,5.0,0.87,0,65.6
TRIP-1458,12004,Lucknow Shatabdi Express,SF,ALJN,CNB,308.6,210.0,14,4,10.3,0.76,0,206.49
TRIP-1458,12004,Lucknow Shatabdi Express,SF,CNB,LKO,71.6,75.0,18,4,6.7,0.85,0,81.67
TRIP-1459,12302,Howrah Rajdhani Express,RAJ,NDLS,CNB,440.0,285.0,16,4,10.1,0.73,0,281.32
TRIP-1459,12302,Howrah Rajdhani Express,RAJ,CNB,PRYJ,194.5,120.0,20,4,7.6,0.82,0,122.39
TRIP-1459,12302,Howrah Rajdhani Express,RAJ,PRYJ,DDU,153.0,105.0,22,4,10.4,0.78,0,99.06
TRIP-1459,12302,Howrah Rajdhani Express,RAJ,DDU,GAYA,205.0,130.0,0,4,4.3,0.62,0,129.09
TRIP-1459,12302,Howrah Rajdhani Express,RAJ,GAYA,DHN,201.0,140.0,2,4,5.3,0.48,0,125.76
TRIP-1459,12302,Howrah Rajdhani Express,RAJ,DHN,HWH,259.0,200.0,5,4,0.0,0.52,0,196.63
TRIP-1460,12802,Purushottam Express,EXP,NDLS,CNB,440.0,350.0,22,4,0.0,0.83,0,344.42
TRIP-1460,12802,Purushottam Express,EXP,CNB,PRYJ,194.5,150.0,3,4,0.0,0.65,0,141.61
TRIP-1460,12802,Purushottam Express,EXP,PRYJ,DDU,153.0,135.0,6,4,0.0,0.69,0,136.27
TRIP-1460,12802,Purushottam Express,EXP,DDU,GAYA,205.0,165.0,8,4,0.8,0.88,0,179.29
TRIP-1460,12802,Purushottam Express,EXP,GAYA,BKSC,149.0,135.0,11,4,15.9,0.69,0,137.62
TRIP-1460,12802,Purushottam Express,EXP,BKSC,PURI,612.0,520.0,14,4,18.3,0.63,0,507.32
TRIP-1461,12302,Howrah Rajdhani Express,RAJ,NDLS,CNB,440.0,285.0,4,5,0.0,0.72,0,265.38
TRIP-1461,12302,Howrah Rajdhani Express,RAJ,CNB,PRYJ,194.5,120.0,8,5,0.0,0.9,0,126.39
TRIP-1461,12302,Howrah Rajdhani Express,RAJ,PRYJ,DDU,153.0,105.0,10,5,6.8,0.87,0,107.37
TRIP-1461,12302,Howrah Rajdhani Express,RAJ,DDU,GAYA,205.0,130.0,12,5,9.7,0.72,0,121.28
TRIP-1461,12302,Howrah Rajdhani Express,RAJ,GAYA,DHN,201.0,140.0,14,5,1.8,0.55,0,133.18
TRIP-1461,12302,Howrah Rajdhani Express,RAJ,DHN,HWH,259.0,200.0,16,5,0.0,0.61,0,190.67
TRIP-1462,22436,Vande Bharat Express,VB,NDLS,CNB,440.0,240.0,8,5,1.2,0.98,0,248.2
TRIP-1462,22436,Vande Bharat Express,VB,CNB,PRYJ,194.5,100.0,12,5,10.7,0.84,0,97.67
TRIP-1462,22436,Vande Bharat Express,VB,PRYJ,DDU,153.0,90.0,13,5,7.7,0.63,0,86.46
TRIP-1462,22436,Vande Bharat Express,VB,DDU,BSB,18.0,25.0,15,5,3.6,0.89,0,33.25
TRIP-1463,12004,Lucknow Shatabdi Express,SF,NDLS,GZB,24.5,38.0,14,5,7.8,0.84,0,47.05
TRIP-1463,12004,Lucknow Shatabdi Express,SF,GZB,ALJN,106.3,60.0,14,5,18.5,0.77,0,63.89
TRIP-1463,12004,Lucknow Shatabdi Express,SF,ALJN,CNB,308.6,210.0,16,5,22.6,0.78,0,207.43
TRIP-1463,12004,Lucknow Shatabdi Express,SF,CNB,LKO,71.6,75.0,19,5,20.5,0.98,0,81.72
TRIP-1464,12004,Lucknow Shatabdi Express,SF,NDLS,GZB,24.5,38.0,17,5,1.6,0.93,0,46.51
TRIP-1464,12004,Lucknow Shatabdi Express,SF,GZB,ALJN,106.3,60.0,17,5,10.4,0.98,0,67.87
TRIP-1464,12004,Lucknow Shatabdi Express,SF,ALJN,CNB,308.6,210.0,19,5,18.3,0.98,0,219.66
TRIP-1464,12004,Lucknow Shatabdi Express,SF,CNB,LKO,71.6,75.0,22,5,27.5,0.69,0,75.0
TRIP-1465,12004,Lucknow Shatabdi Express,SF,NDLS,GZB,24.5,38.0,19,5,0.0,0.89,0,45.5
TRIP-1465,12004,Lucknow Shatabdi Express,SF,GZB,ALJN,106.3,60.0,19,5,7.1,0.98,0,66.83
TRIP-1465,12004,Lucknow Shatabdi Express,SF,ALJN,CNB,308.6,210.0,21,5,14.8,0.89,0,217.27
TRIP-1465,12004,Lucknow Shatabdi Express,SF,CNB,LKO,71.6,75.0,0,5,23.2,0.89,0,77.87
TRIP-1466,12302,Howrah Rajdhani Express,RAJ,NDLS,CNB,440.0,285.0,23,5,4.1,0.73,0,276.03
TRIP-1466,12302,Howrah Rajdhani Express,RAJ,CNB,PRYJ,194.5,120.0,3,5,0.0,0.88,0,117.08
TRIP-1466,12302,Howrah Rajdhani Express,RAJ,PRYJ,DDU,153.0,105.0,5,5,0.0,0.89,0,108.41
TRIP-1466,12302,Howrah Rajdhani Express,RAJ,DDU,GAYA,205.0,130.0,7,5,3.0,0.75,0,125.35
TRIP-1466,12302,Howrah Rajdhani Express,RAJ,GAYA,DHN,201.0,140.0,9,5,0.1,0.65,0,139.88
TRIP-1466,12302,Howrah Rajdhani Express,RAJ,DHN,HWH,259.0,200.0,12,5,0.0,0.62,0,191.86
TRIP-1467,22436,Vande Bharat Express,VB,NDLS,CNB,440.0,240.0,5,6,1.0,0.88,0,239.9
TRIP-1467,22436,Vande Bharat Express,VB,CNB,PRYJ,194.5,100.0,9,6,2.5,0.91,0,105.64
TRIP-1467,22436,Vande Bharat Express,VB,PRYJ,DDU,153.0,90.0,10,6,7.1,0.98,0,97.17
TRIP-1467,22436,Vande Bharat Express,VB,DDU,BSB,18.0,25.0,12,6,13.8,0.65,0,21.59
TRIP-1468,22436,Vande Bharat Express,VB,NDLS,CNB,440.0,240.0,11,6,4.3,0.98,0,256.79
TRIP-1468,22436,Vande Bharat Express,VB,CNB,PRYJ,194.5,100.0,15,6,21.8,0.86,0,105.05
TRIP-1468,22436,Vande Bharat Express,VB,PRYJ,DDU,153.0,90.0,17,6,27.9,0.96,0,94.38
TRIP-1468,22436,Vande Bharat Express,VB,DDU,BSB,18.0,25.0,18,6,32.2,0.91,0,31.36
TRIP-1469,22436,Vande Bharat Express,VB,NDLS,CNB,440.0,240.0,14,6,0.0,0.79,0,245.67
TRIP-1469,22436,Vande Bharat Express,VB,CNB,PRYJ,194.5,100.0,18,6,6.0,0.98,0,111.42
TRIP-1469,22436,Vande Bharat Express,VB,PRYJ,DDU,153.0,90.0,20,6,16.9,0.97,0,95.14
TRIP-1469,22436,Vande Bharat Express,VB,DDU,BSB,18.0,25.0,21,6,23.8,0.92,0,32.03
TRIP-1470,12004,Lucknow Shatabdi Express,SF,NDLS,GZB,24.5,38.0,17,6,2.4,0.81,0,46.99
TRIP-1470,12004,Lucknow Shatabdi Express,SF,GZB,ALJN,106.3,60.0,17,6,11.2,0.86,0,67.24
TRIP-1470,12004,Lucknow Shatabdi Express,SF,ALJN,CNB,308.6,210.0,19,6,18.5,0.98,0,227.07
TRIP-1470,12004,Lucknow Shatabdi Express,SF,CNB,LKO,71.6,75.0,22,6,36.6,0.72,0,84.29
TRIP-1471,22436,Vande Bharat Express,VB,NDLS,CNB,440.0,240.0,23,6,19.6,0.85,0,236.09
TRIP-1471,22436,Vande Bharat Express,VB,CNB,PRYJ,194.5,100.0,3,6,15.2,0.75,0,94.96
TRIP-1471,22436,Vande Bharat Express,VB,PRYJ,DDU,153.0,90.0,4,6,9.2,0.7,0,81.26
TRIP-1471,22436,Vande Bharat Express,VB,DDU,BSB,18.0,25.0,6,6,0.5,0.65,0,25.24
TRIP-1472,12951,Mumbai Rajdhani Express,RAJ,BCT,ST,263.0,160.0,3,0,10.0,0.62,0,142.91
TRIP-1472,12951,Mumbai Rajdhani Express,RAJ,ST,BRC,129.0,80.0,5,0,0.0,0.83,0,80.05
TRIP-1472,12951,Mumbai Rajdhani Express,RAJ,BRC,RTM,261.0,195.0,6,0,1.0,0.72,0,193.64
TRIP-1472,12951,Mumbai Rajdhani Express,RAJ,RTM,KOTA,266.0,155.0,10,0,0.0,0.93,0,159.5
TRIP-1472,12951,Mumbai Rajdhani Express,RAJ,KOTA,MTJ,324.0,195.0,12,0,5.1,0.7,0,187.18
TRIP-1472,12951,Mumbai Rajdhani Express,RAJ,MTJ,NDLS,143.0,110.0,16,0,0.0,0.62,0,106.26
TRIP-1473,12802,Purushottam Express,EXP,NDLS,CNB,440.0,350.0,9,0,3.0,0.98,0,358.61
TRIP-1473,12802,Purushottam Express,EXP,CNB,PRYJ,194.5,150.0,15,0,12.6,0.65,0,152.46
TRIP-1473,12802,Purushottam Express,EXP,PRYJ,DDU,153.0,135.0,17,0,17.0,0.98,0,137.76
TRIP-1473,12802,Purushottam Express,EXP,DDU,GAYA,205.0,165.0,20,0,21.5,0.82,0,171.37
TRIP-1473,12802,Purushottam Express,EXP,GAYA,BKSC,149.0,135.0,23,0,27.1,0.38,0,125.54
TRIP-1473,12802,Purushottam Express,EXP,BKSC,PURI,612.0,520.0,1,0,18.8,0.63,0,478.02
TRIP-1474,22436,Vande Bharat Express,VB,NDLS,CNB,440.0,240.0,13,0,5.1,0.61,0,228.18
TRIP-1474,22436,Vande Bharat Express,VB,CNB,PRYJ,194.5,100.0,16,0,0.0,0.64,0,99.19
TRIP-1474,22436,Vande Bharat Express,VB,PRYJ,DDU,153.0,90.0,18,0,0.0,0.96,0,93.72
TRIP-1474,22436,Vande Bharat Express,VB,DDU,BSB,18.0,25.0,20,0,3.9,0.86,0,29.66
TRIP-1475,12802,Purushottam Express,EXP,NDLS,CNB,440.0,350.0,19,0,0.0,0.98,0,358.9
TRIP-1475,12802,Purushottam Express,EXP,CNB,PRYJ,194.5,150.0,1,0,10.1,0.83,0,139.87
TRIP-1475,12802,Purushottam Express,EXP,PRYJ,DDU,153.0,135.0,3,0,0.0,0.61,0,120.07
TRIP-1475,12802,Purushottam Express,EXP,DDU,GAYA,205.0,165.0,5,0,0.0,0.75,0,163.37
TRIP-1475,12802,Purushottam Express,EXP,GAYA,BKSC,149.0,135.0,8,0,0.0,0.72,0,138.25
TRIP-1475,12802,Purushottam Express,EXP,BKSC,PURI,612.0,520.0,10,0,3.9,0.8,0,525.62
TRIP-1476,12951,Mumbai Rajdhani Express,RAJ,BCT,ST,263.0,160.0,1,1,2.7,0.6,0,152.13
TRIP-1476,12951,Mumbai Rajdhani Express,RAJ,ST,BRC,129.0,80.0,3,1,0.0,0.87,0,78.52
TRIP-1476,12951,Mumbai Rajdhani Express,RAJ,BRC,RTM,261.0,195.0,5,1,0.0,0.64,0,189.8
TRIP-1476,12951,Mumbai Rajdhani Express,RAJ,RTM,KOTA,266.0,155.0,8,1,0.0,0.98,0,162.21
TRIP-1476,12951,Mumbai Rajdhani Express,RAJ,KOTA,MTJ,324.0,195.0,11,1,7.6,0.89,0,195.92
TRIP-1476,12951,Mumbai Rajdhani Express,RAJ,MTJ,NDLS,143.0,110.0,14,1,10.5,0.84,0,103.94
TRIP-1477,12802,Purushottam Express,EXP,NDLS,CNB,440.0,350.0,3,1,0.0,0.68,0,321.57
TRIP-1477,12802,Purushottam Express,EXP,CNB,PRYJ,194.5,150.0,8,1,0.0,0.98,0,156.99
TRIP-1477,12802,Purushottam Express,EXP,PRYJ,DDU,153.0,135.0,11,1,6.7,0.98,0,146.49
TRIP-1477,12802,Purushottam Express,EXP,DDU,GAYA,205.0,165.0,13,1,20.1,0.67,0,161.73
TRIP-1477,12802,Purushottam Express,EXP,GAYA,BKSC,149.0,135.0,16,1,18.0,0.55,0,127.68
TRIP-1477,12802,Purushottam Express,EXP,BKSC,PURI,612.0,520.0,18,1,10.7,0.6,0,516.38
TRIP-1478,12802,Purushottam Express,EXP,NDLS,CNB,440.0,350.0,5,1,12.5,0.7,0,338.07
